,Title,Event Number,Report Count,Event Date,Newsroom,Description,Detailed Description,Short Introduction,Risk to Human Rights,instances with privacy violations,privacy sensitivity,privacy violations severity,instances with injustice to rights,Severity of injustice,instances involving vulnerable groups,emotional and psychological harm,vulnerable groups affected,cases where harm is reversible,affected by challenges to self-identity and values,Severity of emotional and psychological harm,instances where the harm persists,Physical harm,Severity of Physical harm ,instances where the physical harm persists,cases where the physical harm is reversible,instances where the harm is easily detectable,Economic loss,instances where economic losses persist,the severity of economic impact,extent of impact is fixed,affected individuals,affected local population,global implications,Whether humans can be replaced,Whether there is a law to regulate,AI-based specificity,cases affected by untimely data training and maintenance,cases affected by opaque and recurring weak capacities,cases affected due to limitations of traditional supervisory methods,lifecycle time period-planning and design,lifecycle time period-collection and processing data,lifecycle time period-building usage model,lifecycle time period-verification and verification,lifecycle time period-deployment ,lifecycle time period-Operation and Monitoring,lifecycle time period-End User Use and Impact,Geographical Attributes-Timeliness,Geographical Attributes-Accuracy,Data Production Process -Acquisition,Data Production Process-Preprocessing,Data Production Process-Integration,Data Production Process-Storage and Management,Data Production Process-Analysis and Processing,Data Production Process-Application Communication
77,PredPol 的预测警务偏差,54,17,2015-11-18,肖恩麦格雷戈,描述：旨在通过预测未来犯罪来帮助执法的预测性警务算法显示出有偏见的输出迹象。,旨在通过预测未来犯罪来帮助执法的预测性警务算法显示出有偏见的输出迹象。奥克兰（加利福尼亚州）警察局使用的 PredPol 和芝加哥警察局使用的战略主题列表是 2015 年和 2016 年的研究主题，显示了他们对“低收入、少数民族社区”的偏见。这些街区将受到警察部门的更多关注，预计该地区的犯罪活动会更加普遍。值得注意的是，奥克兰警察局使用 2010 年的毒品犯罪记录作为训练系统的基线。,旨在通过预测未来犯罪来帮助执法的预测性警务算法显示出有偏见的输出迹象。,True,False,Potential hazard with zero or negligible risk,Potential hazard with zero or negligible risk,True,Routine or Significant Potential Damage,True,True,True,True,True,Routine or Significant Potential Damage,True,False,Potential hazard with zero or negligible risk,False,False,False,False,False,Potential hazard with zero or negligible risk,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,True
78,Pokémon Go 是种族主义者吗？该应用程序如何重新定义有色人种社区,73,8个,2016-03-01,肖恩·麦格雷戈，柯林,描述：通过 2016 年的众包社交媒体活动，一些记者和研究人员证明，流行的智能手机游戏 Pokemon Go 中的增强现实位置更有可能位于白人社区。,2016 年，多个消息来源表明，流行的智能手机游戏 Pokemon Go 中的增强现实位置更有可能位于白人社区。环境记者奥拉·博加多 (Aura Bogado) 首先注意到她所在的洛杉矶社区存在偏见，通过她发起的社交媒体活动，研究人员和记者在美国各地复制了她的结果。游戏创作者 Niantic Labs 透露，Pokemon Go 地图源自之前的一款增强现实游戏 Ingress。 Ingress 从用户那里众包其地图，这些用户往往是年轻、男性、白人和讲英语的人。,通过 2016 年的众包社交媒体活动，一些记者和研究人员证明，流行的智能手机游戏 Pokemon Go 中的增强现实位置更有可能位于白人社区。,True,False,Potential hazard with zero or negligible risk,Potential hazard with zero or negligible risk,True,some potential damage,True,True,True,True,False,Routine or Significant Potential Damage,False,False,Potential hazard with zero or negligible risk,False,False,False,True,False,some potential damage,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
79,警察部门称 ShotSpotter 不可靠且浪费资源,112,12,2012-10-09,肖恩·麦格雷戈，柯林,描述：警察部门报告说，定位枪击的 ShotSpotter 算法系统包含高误报率和浪费警察资源，促使其停止使用。,,,True,True,some potential damage,some potential damage,False,Potential hazard with zero or negligible risk,False,False,False,False,False,Potential hazard with zero or negligible risk,False,False,Potential hazard with zero or negligible risk,False,False,False,True,True,some potential damage,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,False,True,False,False,True,False,True
80,司法部的累犯风险算法模式据称导致了种族间的持续差异,154,1个,2022-01-26,肖恩·麦格雷戈，柯林,描述：据报道，司法部的囚犯再犯风险评估工具产生了种族不均衡的结果，对有色人种囚犯的风险等级进行了错误分类。,,,True,False,Potential hazard with zero or negligible risk,Potential hazard with zero or negligible risk,True,serious potential Damage,True,True,True,False,False,serious potential Damage,True,False,Potential hazard with zero or negligible risk,False,False,False,False,False,Potential hazard with zero or negligible risk,True,False,True,False,True,False,True,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,True,True,False
81,据报道，Facebook 的广告投放排除了种族和性别界限的受众,161,3个,2019-04-03,肖恩·麦格雷戈，柯林,描述：据称，Facebook 的住房和就业广告投放过程导致一些用户在性别和种族认同等人口统计方面出现偏差。,,,False,False,Potential hazard with zero or negligible risk,Potential hazard with zero or negligible risk,True,Routine or Significant Potential Damage,False,True,False,True,False,Routine or Significant Potential Damage,True,False,Potential hazard with zero or negligible risk,False,False,False,False,False,Potential hazard with zero or negligible risk,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True
82,Airbnb可信度算法被指无故封禁用户，歧视性工作者,183,6个,2017-07-01,肖恩·麦格雷戈，柯林,描述：据称 Airbnb 考虑了有关用户的公开可用数据，以通过对人格和行为特征的算法评估来衡量他们的可信度，从而导致对性工作者的不明原因的禁令和歧视性禁令。,,,True,True,Routine or Significant Potential Damage,serious potential Damage,True,Routine or Significant Potential Damage,False,True,False,True,True,Routine or Significant Potential Damage,False,False,Potential hazard with zero or negligible risk,False,False,False,False,False,Potential hazard with zero or negligible risk,True,True,False,False,True,False,True,True,True,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,True
83,佛罗里达州警长办公室的预测性警务计划据称侵犯了居民的权利并将弱势群体的儿童作为目标,195,12,2015-09-01,肖恩·麦格雷戈，柯林,描述：帕斯科县治安官办公室推出的以情报为主导的警务模式据称是基于有缺陷的科学和有偏见的数据开发的，这些数据还包含敏感信息和学生的不相关属性，批评者称这些数据具有歧视性。,,,True,True,Routine or Significant Potential Damage,Routine or Significant Potential Damage,True,serious potential Damage,True,True,True,False,False,serious potential Damage,True,False,Potential hazard with zero or negligible risk,False,False,False,False,False,Potential hazard with zero or negligible risk,True,False,True,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,True,False,True
84,知乎的一名中国技术人员据称通过辞职风险预测算法被解雇,204,4个,2022-02-11,夸林,描述：据称，中国大型问答平台知乎的一名员工被解雇是由于使用了一种行为感知算法，该算法声称可以根据员工的在线足迹（例如浏览历史和内部交流）来预测其离职风险。,,,True,True,serious potential Damage,serious potential Damage,False,Potential hazard with zero or negligible risk,False,False,False,False,False,Potential hazard with zero or negligible risk,False,False,Potential hazard with zero or negligible risk,False,False,False,True,True,Routine or Significant Potential Damage,True,False,True,False,True,False,True,False,True,True,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True
85,据报道，Facebook 的政治广告检测错误率高且地域分布不均,213,5个,2020-07-01,夸林,描述：研究人员发现 Facebook 的政治广告检测性能不精确，错误率在不同国家/地区不均衡，并且不足以防止系统性违反政治广告政策的行为。,,,False,False,Potential hazard with zero or negligible risk,Potential hazard with zero or negligible risk,False,Potential hazard with zero or negligible risk,False,True,False,True,False,some potential damage,True,False,Potential hazard with zero or negligible risk,False,False,False,False,False,Potential hazard with zero or negligible risk,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
86,据报道，警方在有色人种社区不成比例地部署了 ShotSpotter 传感器,257,4个,2012-05-04,夸林,描述：警察部门不成比例地将 ShotSpotter 传感器放置在黑色和棕色社区，社区谴责这种做法涉嫌造成危险情况，例如涉及 Adam Toledo 死亡的情况。,,,True,True,Routine or Significant Potential Damage,some potential damage,True,Unsustainable Potential Damage,True,True,True,False,True,Unsustainable Potential Damage,True,False,Potential hazard with zero or negligible risk,False,False,False,False,False,Potential hazard with zero or negligible risk,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
